Artist,Album,Author,Date,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Genre 9,Genre 10,Genre 11,Genre 12,Genre 13,Genre 14,Genre 15,Genre 16,Genre 17,Genre 18,Genre 19,Genre 20,Genre 21,Genre 22,Rating,DR Score,Label,Comments
Dkharmakhaoz,Proclamation ov the Black Suns,Dear Hollow,"July 30, 2020",Black Metal,Industrial Metal,,,,,,,,,,,,,,,,,,,,,4,4,Iron Bonehead Productions,43
Katalepsy,Terra Mortus Est,Twelve,"July 30, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,4,Unique Leader Records,21
Pale Horseman,For Dust Thou Art,Huck N Roll,"July 30, 2020",Sludge,,,,,,,,,,,,,,,,,,,,,,2.5,7,Self-Released,5
Unruly,Unruly,Carcharodon,"July 29, 2020",Doom Metal,Sludge,,,,,,,,,,,,,,,,,,,,,2.5,7,Sludgelord Records,16
Deathstorm,For Dread Shall Reign,Holdeneye,"July 29, 2020",Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,3,8,Dying Victims Productions,33
Imperial Triumphant,Alphaville,Grymm,"July 29, 2020",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,4,9,Century Media,108
Primal Fear,Metal Commando,Steel Druhm,"July 28, 2020",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Nuclear Blast,39
Draconis,Anthems for an Eternal Battle,Mark Z.,"July 28, 2020",Death Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,1,7,Brutal Records,34
Lionheart,The Reality of Miracles,El Cuervo,"July 28, 2020",Hard Rock,,,,,,,,,,,,,,,,,,,,,,2.5,11,Metalville,15
Stonebirds,Collapse and Fail,L. Saunders,"July 25, 2020",Post-Metal,Sludge,Stoner Rock,,,,,,,,,,,,,,,,,,,,3,7,Ripple Music,14
Shezmu,À Travers Les Lambeaux,Dear Hollow,"July 24, 2020",Black Metal,Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,3.5,5,Krucyator Productions,7
Valkyrie,Fear,Steel Druhm,"July 24, 2020",Doom Metal,Occult Rock,,,,,,,,,,,,,,,,,,,,,2.5,7,Relapse Records,28
Haken,VIrus,Angry Metal Guy,"July 24, 2020",Djent,Progressive Metal,,,,,,,,,,,,,,,,,,,,,,,,79
Gaerea,Limbo,Kronos,"July 23, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,4,4,Season of Mist,154
Drops of Heart,Stargazers,Twelve,"July 22, 2020",Melodic Death Metal,Metalcore,,,,,,,,,,,,,,,,,,,,,3.5,5,Self-Released,11
Valgrind,Condemnation,Holdeneye,"July 22, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,8,Memento Mori,17
Defeated Sanity,The Sanguinary Impetus,Diabolus in Muzaka,"July 22, 2020",,,,,,,,,,,,,,,,,,,,,,,4,9,Willowtip Records,72
Catalysis,Connection Lost,GardensTale,"July 21, 2020",Death Metal,Groove Metal,Metalcore,,,,,,,,,,,,,,,,,,,,3,6,Self-Released,23
Domination Black,Judgement IV,Steel Druhm,"July 21, 2020",Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,3,6,Pride & Joy Music,16
Fides Inversa,Historia Nocturna,Doom_et_Al,"July 21, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,8,W.T.C. Productions,14
Temple of Dread,World Sacrifice,Holdeneye,"July 20, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Testimony Records,18
Buried Realm,Embodiment of the Divine,Twelve,"July 20, 2020",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,6,Self-Released,22
Ahtme,Mephitic,Mark Z.,"July 20, 2020",Technical Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,6,Unique Leader Records,27
Skeleton,Skeleton,Cherd of Doom,"July 17, 2020",Black Metal,Punk,Black Metal,Punk,,,,,,,,,,,,,,,,,,,2.5,6,20 Buck Spin,20
Alizarin,The Last Semblance,Kronos,"July 17, 2020",Progressive Rock,,,,,,,,,,,,,,,,,,,,,,2,8,Unsigned,16
GOD,IV – Revelation,Dr. A.N. Grier,"July 17, 2020",Instrumental Metal,Progressive Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,,,,,63
MIGHT,MIGHT,Emya,"July 16, 2020",Doom Metal,Sludge,,,,,,,,,,,,,,,,,,,,,3,5,Exile On Mainstream,8
Mystras,Castles Conquered and Reclaimed,Carcharodon,"July 16, 2020",Black Metal,Folk,,,,,,,,,,,,,,,,,,,,,3.5,9,"I, Voidhanger Records",23
Lonely Robot,Feelings Are Good,TheKenWord,"July 16, 2020",Not Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,3.5,9,InsideOut,24
Jet Jaguar,Endless Nights,GardensTale,"July 15, 2020",Glam Metal,Heavy Metal,NWOBHM,,,,,,,,,,,,,,,,,,,,3,5,Pride & Joy Music,16
Guardian of Lightning,Cosmos Tree,Steel Druhm,"July 15, 2020",Stoner,,,,,,,,,,,,,,,,,,,,,,3,5,Eclipse Records,12
Convocation,Ashes Coalesce,Ferrous Beuller,"July 15, 2020",Death Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,,,,25
U.D.O. / Musikkorps der Bundeswehr,We Are One,Steel Druhm,"July 14, 2020",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,2,6,AFM Records,58
The Funeral Orchestra,Negative Evocation Rights,Carcharodon,"July 14, 2020",Funeral Doom,,,,,,,,,,,,,,,,,,,,,,2.5,7,Nuclear War Now! Productions,13
Väki,Kuolleen Maan Omaksi,Twelve,"July 14, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,8,Redefining Darkness Records,30
Serene Dark,Enantiodromia,Holdeneye,"July 13, 2020",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,3.5,5,Self-Released,14
The Lightbringer,From The Void To Existence EP,Dear Hollow,"July 13, 2020",Black Metal,Doom Metal,Gothic Metal,Power Metal,,,,,,,,,,,,,,,,,,,1.5,6,Self-Released,23
Devastator,Baptised in Blasphemy,Mark Z.,"July 12, 2020",Black Metal,Speed Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,3.5,5,Clobber Records,19
Aseitas,False Peace,Kronos,"July 11, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,6,Lizard Brain Records,28
Blood Stronghold,Spectres of Bloodshed,Doom_et_Al,"July 10, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,2,5,Nebular Carcoma Records and Satanik Requiem,7
Rebel Wizard,Magickal Mystical Indifference,L. Saunders,"July 10, 2020",Black Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,3.5,6,Prosthetic Records,18
Ensiferum,Thalassic,Dr. Wvrm,"July 10, 2020",Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,3.5,6,Metal Blade Records,82
AthanaTheos,Prophetic Era (Or How Yahveh Became the One),Diabolus in Muzaka,"July 9, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,2,7,Lavadome Productions,22
Dawn of a Dark Age,La Tavola Osca,Dear Hollow,"July 9, 2020",Black Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,,1.5,8,Antiq Records,19
Kingnomad,Sagan Om Rymden,Huck N Roll,"July 9, 2020",Progressive Rock,Progressive Rock,Psychedelic Rock,,,,,,,,,,,,,,,,,,,,,,,12
Meridian Dawn,The Fever Syndrome,Grymm,"July 8, 2020",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,2,10,Seeing Red Records,26
Enshadowed,Stare into the Abyss,L. Saunders,"July 8, 2020",Atmospheric Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,,,4
Saints of Death,Ascend to the Throne,GardensTale,"July 8, 2020",Groove Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,,,25
Shed the Skin,The Forbidden Arts,Akerblogger,"July 7, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,10,Hells Headbangers Records,12
Skeletal,Bitterness and Burning Hatred,Mark Z.,"July 7, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,,,,17
Poltergeist,Feather of Truth,El Cuervo,"July 7, 2020",Speed Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,,,,15
Decrepid,Endless Sea of Graves,Diabolus in Muzaka,"July 6, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,8,Xtreem Music,18
Bell Witch/Aerial Ruin,Stygian Bough Volume I,Dr. Wvrm,"July 6, 2020",Folk,,,,,,,,,,,,,,,,,,,,,,3,7,Profound Lore Records,21
Dismalimerence,Tome: I,Doom_et_Al,"July 4, 2020",Atmospheric Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,,,,9
Pessimist,Holdout,Holdeneye,"July 3, 2020",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,3,6,MDD Records,50
Pixie Ninja,Colours out of Space,Carcharodon,"July 2, 2020",Ambient Metal,Electronica Metal,,,,,,,,,,,,,,,,,,,,,3,6,Apollon Records,6
Stygian Crown,Stygian Crown,Steel Druhm,"July 2, 2020",Doom Metal,,,,,,,,,,,,,,,,,,,,,,3,6,Cruz Del Sur Music,22
DDENT,Couvre-sang,Dear Hollow,"July 2, 2020",Doom Metal,Instrumental Metal,Post-Metal,Sludge Metal,,,,,,,,,,,,,,,,,,,3.5,7,Chien Noir,30
Them Moose Rush,Dancing Maze,Huck N Roll,"July 1, 2020",Alt-Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,3.5,7,TMR Records,13
Vspolokh,Помре,Doom_et_Al,"July 1, 2020",Atmospheric Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,,3,8,Purity Through Fire,13
Northern Crown,In a Pallid Shadow and Album Premiere,Steel Druhm,"July 1, 2020",Doom Metal,Heavy Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,3.5,11,Self-Released,31
Voidceremony,Entropic Reflections Continuum: Dimensions Unravel,Kronos,"June 30, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,8,20 Buck Spin,59
Virtual Symmetry,Exoverse,Twelve,"June 30, 2020",Progressive Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,,,2,8,Self-Released,16
Aleah,Aleah,Huck N Roll,"June 30, 2020",Not Metal,South African Metal,Not Metal,,,,,,,,,,,,,,,,,,,,3,10,Svart Records,8
Mora Prokaza,By Chance,Dear Hollow,"June 29, 2020",Black Metal,Neo-Classical Metal,Rap Metal,,,,,,,,,,,,,,,,,,,,3,7,Season of Mist,34
Hornwood Fell,Cursed Thoughts – I II,Dr. A.N. Grier,"June 29, 2020",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,,,,4
The Moon and the Nightspirit,Aether,Twelve,"June 27, 2020",Folk,Not Metal,,,,,,,,,,,,,,,,,,,,,3,6,Prophecy Productions,10
Dead Carnage,From Hell for Hate,Mark Z.,"June 26, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,1.5,4,Immortal Souls Productions,19
Serment,"Chante, Ô Flamme de la Liberté",Carcharodon,"June 26, 2020",Black Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,,3.5,8,Sepulchral Voice Records,36
Threadbare,Silver Dollar,Roquentin,"June 26, 2020",Experimental Metal,Noise,,,,,,,,,,,,,,,,,,,,,3.5,11,NoBusiness Records,24
Creature,Ex Cathedra,Cherd of Doom,"June 25, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,6,"I, Voidhanger Records",60
Protest the Hero,Palimpsest,Dr. Wvrm,"June 25, 2020",Metalcore,Progressive Metal,,,,,,,,,,,,,,,,,,,,,4,7,Self-Released,71
Wino,Forever Gone,Steel Druhm,"June 25, 2020",Folk,,,,,,,,,,,,,,,,,,,,,,3,8,Ripple Music,11
The Third Kind,Man vs Earth,Mark Z.,"June 24, 2020",Hardcore,Thrash Metal,,,,,,,,,,,,,,,,,,,,,3.5,8,Self-Released,2
Fellwarden,Wreathed in Mourncloud,Emya,"June 24, 2020",Atmospheric Black Metal,,,,,,,,,,,,,,,,,,,,,,2,9,Eisenwald Records,27
Pyrrhon,Abscess Time,Kronos,"June 24, 2020",Death Metal,Experimental Metal,,,,,,,,,,,,,,,,,,,,,,,,45
Pale Divine,Consequence of Time,Steel Druhm,"June 23, 2020",Doom Metal,,,,,,,,,,,,,,,,,,,,,,4,5,Cruz Del Sur Music,57
Irae,Lurking in the Depths,Dear Hollow,"June 23, 2020",Atmospheric Black Metal,Black Metal,Groove Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,3,8,Signal Rex,34
Thunderslave,Unchain the Night,Holdeneye,"June 23, 2020",Heavy Metal,Speed Metal,,,,,,,,,,,,,,,,,,,,,1,10,No Remorse Records,66
Exocrine,Maelstrom,TheKenWord,"June 22, 2020",Technical Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,5,Unique Leader Records,15
Goblins Blade,Of Angels and Snakes,Huck N Roll,"June 22, 2020",German Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,2,7,Massacre Records,20
Hail Spirit Noir,Eden in Reverse,El Cuervo,"June 22, 2020",Black Metal,Psychedelic Rock,,,,,,,,,,,,,,,,,,,,,2,8,Agonia Records,118
League of Corruption,Something in the Water,L. Saunders,"June 21, 2020",Doom Metal,Groove Metal,Sludge,,,,,,,,,,,,,,,,,,,,2.5,7,Black Doomba Records,7
Aversio Humanitatis,Behold the Silent Dwellers,Akerblogger,"June 21, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,7,Debemur Morti Productions,22
Sxuperion,Omniscient Pulse,Dear Hollow,"June 20, 2020",Atmospheric Black Metal,Black Metal,Death Metal,Industrial Metal,,,,,,,,,,,,,,,,,,,1.5,5,Bloody Mountain Records,17
Withering Surface,Meet Your Maker,Carcharodon,"June 19, 2020",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,2,7,Mighty Music,26
The Path of Memory,Hell is Other People,Steel Druhm,"June 19, 2020",Black Metal,Dark Rock,,,,,,,,,,,,,,,,,,,,,2.5,8,Iron Bonehead Productions,42
Airbag,A Day at the Beach,Huck N Roll,"June 19, 2020",Progressive Rock,,,,,,,,,,,,,,,,,,,,,,3.5,8,Karisma Records,30
Lamb of God,Lamb of God,L. Saunders,"June 18, 2020",Groove Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,3,6,Nuclear Blast,47
Operus,Score of Nightmares,Emya,"June 18, 2020",Symphonic Metal,,,,,,,,,,,,,,,,,,,,,,3.5,7,Pride & Joy Music,34
Vile Creature,"Glory, Glory! Apathy Took Helm!",GardensTale,"June 18, 2020",Black Metal,Doom Metal,Drone,,,,,,,,,,,,,,,,,,,,3.5,8,Prosthetic Records,41
Eye of Nix,Ligeia,TheKenWord,"June 17, 2020",Black Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,2.5,6,Prophecy Productions,11
Curse the Son,Excruciation,Doom_et_Al,"June 17, 2020",Doom Metal,,,,,,,,,,,,,,,,,,,,,,2.5,8,Ripple Music,8
Vampire,Rex,Grymm,"June 17, 2020",Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,3.5,8,Century Media,16
Cro-Mags,In the Beginning,Steel Druhm,"June 16, 2020",,,,,,,,,,,,,,,,,,,,,,,3.5,7,Mission Two Entertainment,31
Firelink,Firelink,TheKenWord,"June 16, 2020",Black Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,,3.5,7,Self-Released,65
Greyhawk,Keepers of the Flame,Holdeneye,"June 16, 2020",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,3.5,8,Fighter Records,68
Fornicus,Sulphuric Omnipotence,Mark Z.,"June 15, 2020",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,4,7,Negative Earth Records,22
October Falls,A Fall of an Epoch,Dr. A.N. Grier,"June 15, 2020",Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,,3,10,Purity Through Fire,14
Anonymus,La Bestia,Diabolus in Muzaka,"June 14, 2020",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,3,4,Bam&Co,16
[Evertrapped],The Last Extinction,Dr. Wvrm,"June 13, 2020",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,1.5,4,Hellstorm Recordz,31
Nemesium,Continua,Grymm,"June 12, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,3,6,Black Lion Records,13
Kryptograf,Kryptograf,Twelve,"June 12, 2020",,,,,,,,,,,,,,,,,,,,,,,2.5,9,Apollon Records,7
Acârash,Descend to Purity,Doom_et_Al,"June 11, 2020",Black Metal,Gothic Metal,Hard Rock,,,,,,,,,,,,,,,,,,,,2.5,8,Dark Essence Records,18
Foetal Juice,Gluttony,GardensTale,"June 11, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,4,8,Gore House Productions,37
Valdrin,Effigy of Nightmares,Holdeneye,"June 11, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,4.5,9,Blood Harvest Records,116
Esoctrilihum,Eternity of Shaog,Cherd of Doom,"June 10, 2020",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,3.5,6,"I, Voidhanger Records",22
Moonlight Haze,Lunaris,Dear Hollow,"June 10, 2020",Folk Metal,Power Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,2,7,Scarlet Records,45
Obscene,The Inhabitable Dark,Steel Druhm,"June 10, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,8,Blood Harvest Records,30
Violent Hammer,Riders of the Wasteland,Mark Z.,"June 9, 2020",Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,3.5,5,Hells Headbangers Records,22
Ulthar,Providence,El Cuervo,"June 9, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,4.5,7,20 Buck Spin,58
Sarpa,Solivagus,Carcharodon,"June 9, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,2.5,9,Self-Released,9
The Committee,Utopian Deception,GardensTale,"June 8, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,3.5,7,Folter Records,29
Mountaineer,Bloodletting,Huck N Roll,"June 7, 2020",Doom Metal,Post-Metal,Shoegaze,Sludge,,,,,,,,,,,,,,,,,,,3,4,Lifeforce Records,14
Many Blessings,Emanation Body,Kronos,"June 6, 2020",Noise,,,,,,,,,,,,,,,,,,,,,,3,7,Translation Loss Records,29
Ebonivory,The Long Dream I,Huck N Roll,"June 5, 2020",Progressive Metal,,,,,,,,,,,,,,,,,,,,,,4,6,Wild Thing Records,56
Naxen,Towards the Tomb of Times,Dear Hollow,"June 5, 2020",Atmospheric Black Metal,Black Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,3.5,8,Vendetta Records,28
Everlore,Everlore,Steel Druhm,"June 5, 2020",Power Metal,,,,,,,,,,,,,,,,,,,,,,3,9,Self-Released,36
Death Courier,Necrotic Verses,Holdeneye,"June 4, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,2.5,7,Transcending Obscurity Records,48
Ormskrik,Ormskrik,TheKenWord,"June 4, 2020",Black Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,3.5,7,Fysisk Format,31
Devil with No Name,Devil with No Name,Doom_et_Al,"June 4, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,8,New Density,51
Blight,Temple of Wounds,Grymm,"June 3, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,5,Svart Records,25
Witches,The Fates,Mark Z.,"June 3, 2020",Black Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,4,5,Mighty Spell Records,30
Hexenbrett,Zweite Beschwörung: Ein Kind zu töten,Dear Hollow,"June 3, 2020",Black Metal,Heavy Metal,Melodic Black Metal,Punk,,,,,,,,,,,,,,,,,,,2.5,8,Dying Victims Productions,23
Paralysis,Mob Justice,Holdeneye,"June 1, 2020",Hardcore,Thrash Metal,,,,,,,,,,,,,,,,,,,,,2.5,4,Self-Released,23
In the Company of Serpents,Lux,Master of Muppets,"June 1, 2020",Doom Metal,,,,,,,,,,,,,,,,,,,,,,,,,17
Maelstrom,Of Gods and Men,GardensTale,"May 31, 2020",Power Metal,Progressive Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,1,5,Self-Released,62
ACxDC,Satan Is King,Roquentin,"May 30, 2020",Hardcore,,,,,,,,,,,,,,,,,,,,,,3.5,4,Prosthetic Records,19
Shadow in the Darkness,Erstwhile Befell,Twelve,"May 30, 2020",Technical Death Metal,,,,,,,,,,,,,,,,,,,,,,3,6,Sliptrick Records,20
Akolyth,Akolyth,Master of Muppets,"May 29, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,4,5,Amor Fati Productions,61
Mountain Witch,Extinct Cults,Huck N Roll,"May 29, 2020",Doom Metal,Hard Rock,Heavy Metal,,,,,,,,,,,,,,,,,,,,2,8,This Charming Man Records,12
Carach Angren,Franckensteina Strataemontanus,Dr. A.N. Grier,"May 29, 2020",,,,,,,,,,,,,,,,,,,,,,,3,8,Season of Mist,40
Shok Paris,Full Metal Jacket,Steel Druhm,"May 28, 2020",Heavy Metal,,,,,,,,,,,,,,,,,,,,,,3,7,No Remorse Records,15
Eyeless in Gaza,Act I: The Protagonist,Carcharodon,"May 28, 2020",Ambient Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,,3,8,Solitude Productions,19
Alestorm,Curse of the Crystal Coconut,Diabolus in Muzaka,"May 28, 2020",Folk Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,4.5,,,209
Sorcerer,Lamenting of the Innocent,Steel Druhm,"May 27, 2020",Doom Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,3,6,Metal Blade Records,21
Solar Flare,Solar Flare,Emya,"May 27, 2020",Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,1.5,8,Self-Released,24
Atavistia,The Winter Way,Doom_et_Al,"May 27, 2020",Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,,1.5,9,Self-Released,49
Blut,Hermeneutics,TheKenWord,"May 26, 2020",Electronica Metal,Gothic Metal,Progressive Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,0.5,5,AUSR Digital,71
Sinister,Deformation of the Holy Realm,Mark Z.,"May 26, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,6,Massacre Records,24
Sodomisery,The Great Demise,Dr. A.N. Grier,"May 26, 2020",Black Metal,Death Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,3,7,Testimony Records,34
Ashtar,Kaikuja,Akerblogger,"May 25, 2020",Doom Metal,Sludge,,,,,,,,,,,,,,,,,,,,,2.5,7,Eisenwald Records,15
Fairyland,Osyrhianta,El Cuervo,"May 25, 2020",Power Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,,,,2.5,7,Massacre Records,31
Wolves Den,Miserere,TheKenWord,"May 23, 2020",Black Metal,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,,2.5,5,Trollzorn Records,33
Horn,Mohngang,Dear Hollow,"May 23, 2020",Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,,,,3,7,Iron Bonehead Productions,24
Henry Kane,Age of the Idiot,Holdeneye,"May 21, 2020",Crust Punk,Death Metal,Grind,,,,,,,,,,,,,,,,,,,,2,7,Transcending Obscurity Records,18
Pile of Priests,Pile of Priests,Steel Druhm,"May 21, 2020",Death Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,3.5,7,Extreme Metal Music,45
Zedi Forder,Isolation (and Zedi Forder Superium – Judgement),Huck N Roll,"May 21, 2020",Alt-Metal,Heavy Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,,,43
Killitorous,The Afterparty,TheKenWord,"May 20, 2020",Technical Death Metal,,,,,,,,,,,,,,,,,,,,,,3.5,5,Tentacles Industries,33
Heron,Time Immemorial,Carcharodon,"May 20, 2020",Sludge,,,,,,,,,,,,,,,,,,,,,,2.5,6,Sludgelord Records,13
Tokyo Blade,Dark Revolution,Huck N Roll,"May 20, 2020",Heavy Metal,NWOBHM,,,,,,,,,,,,,,,,,,,,,2,11,Dissonance Productions,10
Ara,Jurisprudence,Kronos,"May 19, 2020",Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,,,3,5,Self-Released,26
Wailin Storms,Rattle,Cherd of Doom,"May 19, 2020",,,,,,,,,,,,,,,,,,,,,,,3,5,Gilead Media,16
Noctu,Gelidae Mortis Imago,Master of Muppets,"May 19, 2020",Doom Metal,Funeral Doom,,,,,,,,,,,,,,,,,,,,,3.5,7,Transcending Obscurity Records,30
Gomorra,Divine Judgement,Carcharodon,"May 18, 2020",Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,3,7,Noble Demon,22
Old Corpse Road,On Ghastly Shores Lays the Wreckage of Our Lore,Dear Hollow,"May 18, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,2.5,8,Trollzorn Records,18
Caligula’s Horse,Rise Radiant,Kronos,"May 18, 2020",Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,,,3,8,InsideOut,50
Theosophy,Towers of Dark Pantheon,Twelve,"May 17, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,3,6,Sliptrick Records,8
Bear,Propaganda,GardensTale,"May 17, 2020",Groove Metal,Mathcore,Progressive Metal,,,,,,,,,,,,,,,,,,,,3.5,7,Pelagic Records,15
Golden Ashes,In the Lugubrious Silence of Eternal Night,Dear Hollow,"May 16, 2020",Ambient Metal,Atmospheric Black Metal,,,,,,,,,,,,,,,,,,,,,2.5,5,Oaken Palace Records,13
Walking Rumor,Symbiosis,Master of Muppets,"May 16, 2020",,,,,,,,,,,,,,,,,,,,,,,1.5,7,Self-Released,29
Grand Massive,4,GardensTale,"May 15, 2020",Groove Metal,Stoner Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,1.5,6,Metalville,17
Sinisthra,The Broad and Beaten Way,Steel Druhm,"May 15, 2020",Gothic Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,2.5,9,Rockshots Records,22
Lör,"Edge of Eternity EP Reveal, Music Videö Premiere and!",Eldritch Elitist,"May 15, 2020",Folk Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,4,,Self-Released,75
Course of Fate,Mindweaver,Twelve,"May 14, 2020",Progressive Metal,,,,,,,,,,,,,,,,,,,,,,3.5,5,ROAR! Rock of Angels Records,15
Devangelic,Ersetu,Kronos,"May 14, 2020",Death Metal,,,,,,,,,,,,,,,,,,,,,,2,7,Willowtip Records,8
Omniarch,Omniarch,L. Saunders,"May 14, 2020",Death Metal,Progressive Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,2,8,Self-Released,11
Asgard,Ragnarøkkr,El Cuervo,"May 13, 2020",Folk Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,1,7,Pride & Joy Music,50
Havok,V,Dr. Wvrm,"May 13, 2020",Thrash Metal,,,,,,,,,,,,,,,,,,,,,,4,7,Century Media,53
Paradise Lost,Obsidian,Grymm,"May 13, 2020",Doom Metal,,,,,,,,,,,,,,,,,,,,,,,,,53
Ancient Burial,Beyond the Watchtowers,Dear Hollow,"May 12, 2020",Black Metal,,,,,,,,,,,,,,,,,,,,,,1,6,Signal Rex,29
Tyrant,Hereafter,Steel Druhm,"May 12, 2020",Doom Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,3,7,Shadow Kingdom Records,18
Firewind,Firewind,Holdeneye,"May 12, 2020",Hard Rock,Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,,,39
